date,description,debit_account,debit_amount,credit_account,debit_amount
2024/9/21,Hani,KR60002-Food Expenses,2950,KR30201-Friends Debt,2950
2024/9/21,Hani,KR30201-Friends Debt,2950,KR10101-Toss Checking Account,2950
2024/9/21,Transfer to Toss,KR10101-Toss Checking Account,1237,KR10104-Shinhan Investment Account,1237
2024/9/21,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/9/21,"Boxquare w Hani, Jing",KR60002-Food Expenses,5000,KR10101-Toss Checking Account,5000
2024/9/22,Annie,KR10105-Kakao Checking Account,25000,KR30201-Friends Debt,25000
2024/9/22,Transfer to Toss,KR10101-Toss Checking Account,25000,KR10105-Kakao Checking Account,25000
2024/9/22,쿠팡이츠 for 君熙,KR10403-Friends Receivable,24500,KR10101-Toss Checking Account,24500
2024/9/22,교통 (去明洞看见振华) ,KR60004-Transportation Expenses,2900,KR30201-Friends Debt,2900
2024/9/23,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/9/23,재모식당,KR60002-Food Expenses,5000,KR10000-Cash,5000
2024/9/23,Coins gone missing,KR60005-Personal Expenses,1000,KR10000-Cash,1000
2024/9/23,Forgiving 김어진’s Debt,KR60008-Other Expenses,2284,KR10403-Friends Receivable,2284
2024/9/24,2024_2 Samsung Scholarship,KR10101-Toss Checking Account,3900000,KR10401-Samsung Receivable,3900000
2024/9/24,문서진 ,KR10403-Friends Receivable,8600,KR10101-Toss Checking Account,8600
2024/9/24,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/9/24,Annie,KR30201-Friends Debt,25000,KR10101-Toss Checking Account,25000
2024/9/24,PPMK,KR30201-Friends Debt,400000,KR10101-Toss Checking Account,400000
2024/9/24,Tisya,KR30201-Friends Debt,50000,KR10101-Toss Checking Account,50000
2024/9/24,Wei Tian ,KR30201-Friends Debt,100000,KR10101-Toss Checking Account,100000
2024/9/24,Davy,KR30201-Friends Debt,150000,KR10101-Toss Checking Account,150000
2024/9/24,Transfer to KakaoPay,KR10105-Kakao Checking Account,10000,KR10101-Toss Checking Account,10000
2024/9/24,문서진 ,KR30201-Friends Debt,1400,KR10105-Kakao Checking Account,1400
2024/9/24,Transfer to KakaoPay,KR10105-Kakao Checking Account,66890,KR10101-Toss Checking Account,66890
2024/9/24,10월 건강보혐료,KR60003-Healthcare Expenses,75490,KR10105-Kakao Checking Account,75490
2024/9/24,Rent,KR60001-Home Expenses,410000,KR10101-Toss Checking Account,410000
2024/9/24,"NIKE shoes, socks",KR60005-Personal Expenses,267000,KR10101-Toss Checking Account,267000
2024/9/24,교통 (去弘大跟君熙和振华) ,KR60004-Transportation Expenses,2800,KR30201-Friends Debt,2800
2024/9/25,Davy,KR10403-Friends Receivable,500000,KR10101-Toss Checking Account,500000
2024/9/25,西装,KR10403-Friends Receivable,500000,KR10101-Toss Checking Account,500000
2024/9/25,西装,KR60005-Personal Expenses,500000,KR10101-Toss Checking Account,500000
2024/9/25,쿠팡이츠 for 君熙,KR10403-Friends Receivable,35900,KR10101-Toss Checking Account,35900
2024/9/25,Mama,KR10101-Toss Checking Account,650181,KR70005-Allowance Income,650181
2024/9/25,Transfer to Shinhan Invest,KR10104-Shinhan Investment Account,50000,KR10101-Toss Checking Account,50000
2024/9/25,Transfer to Shinhan Invest,KR10104-Shinhan Investment Account,5000,KR10101-Toss Checking Account,5000
2024/9/25,무신사,KR60005-Personal Expenses,143892,KR10101-Toss Checking Account,143892
2024/9/25,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/9/25,쿠팡,KR60005-Personal Expenses,104600,KR10101-Toss Checking Account,104600
2024/9/25,"Buy 삼성바이오로직스 0.046523@₩	1,073,000",KR20002-Stocks,49919,KR10404-Pending Investments,49919
2024/9/25,Transfer to Shinhan Invest,KR10104-Shinhan Investment Account,50000,KR10101-Toss Checking Account,50000
2024/9/25,교통 (Steak w Davy) ,KR60004-Transportation Expenses,2800,KR30201-Friends Debt,2800
2024/9/26,"Buy 삼성전자 0.775155@₩	64,400",KR10404-Pending Investments,49919,KR10404-Pending Investments,49919
2024/9/26,"Buy 삼성전자 0.775155@₩	64,400",KR20002-Stocks,49919,KR10404-Pending Investments,49919
2024/9/26,Concert Tattoos,KR60005-Personal Expenses,1600,KR10101-Toss Checking Account,1600
2024/9/26,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/9/27,振华 ear piercing,KR10403-Friends Receivable,33000,KR10101-Toss Checking Account,33000
2024/9/27,7Eleven,KR60002-Food Expenses,1900,KR10101-Toss Checking Account,1900
2024/9/27,춘리마라탕,KR60002-Food Expenses,10830,KR10101-Toss Checking Account,10830
2024/9/27,교통 (海底捞跟振华) ,KR60004-Transportation Expenses,4500,KR30201-Friends Debt,4500
2024/9/28,미용실 예약금 (君熙),KR10403-Friends Receivable,19970,KR10101-Toss Checking Account,19970
2024/9/28,"쿠팡이츠 for 君熙, 振华",KR10403-Friends Receivable,39000,KR10101-Toss Checking Account,39000
2024/9/28,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/9/28,미용실 예약금 (振华),KR10403-Friends Receivable,20000,KR10101-Toss Checking Account,20000
2024/9/28,교통 (在明洞购物跟振华) ,KR60004-Transportation Expenses,2800,KR30201-Friends Debt,2800
2024/9/29,"쿠팡이츠 for 君熙, 振华",KR10403-Friends Receivable,25400,KR10101-Toss Checking Account,25400
2024/9/29,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/9/29,연남어부跟君熙振华,KR60002-Food Expenses,66000,KR10101-Toss Checking Account,66000
2024/9/29,연남어부跟君熙振华,KR60002-Food Expenses,33500,KR10101-Toss Checking Account,33500
2024/9/29,교통 (吃生鱼片跟振华君熙) ,KR60004-Transportation Expenses,1400,KR30201-Friends Debt,1400
2024/9/29,한술식당 w 勇太,KR60002-Food Expenses,9900,KR10101-Toss Checking Account,9900
2024/9/29,교통 (한술식당 w 勇太) ,KR60004-Transportation Expenses,3000,KR30201-Friends Debt,3000
2024/9/30,Davy,KR10105-Kakao Checking Account,500000,KR10403-Friends Receivable,500000
2024/9/30,Transfer to Toss,KR10101-Toss Checking Account,500000,KR10105-Kakao Checking Account,500000
2024/9/30,Transfer to KakaoPay,KR10105-Kakao Checking Account,10000,KR10101-Toss Checking Account,10000
2024/9/30,메머드커피,KR60002-Food Expenses,3807,KR10105-Kakao Checking Account,3807
2024/9/30,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/1,10월 Didimdol,KR10402-Didimdol Receivable,150000,KR70004-Didimdol Income,150000
2024/10/1,10월 Samsung,KR10401-Samsung Receivable,650000,KR70003-Samsung Income,650000
2024/10/1,Prepaid Phone Plan,KR60005-Personal Expenses,20000,KR10501-Phone Plan,20000
2024/10/1,9월 Interest,KR10101-Toss Checking Account,302,KR70002-Interest Income,302
2024/10/1,9월 교통비,KR30201-Friends Debt,74150,KR10101-Toss Checking Account,74150
2024/10/1,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/1,Naver Points,KR10106-Naver Checking Account,2626,KR70006-Other Income,2626
2024/10/1,Transfer to Naver,KR10106-Naver Checking Account,10000,KR10101-Toss Checking Account,10000
2024/10/1,교통 (went home from 君熙和振华’s) ,KR60004-Transportation Expenses,1400,KR30201-Friends Debt,1400
2024/10/1,Transfer to Toss,KR10101-Toss Checking Account,8626,KR10106-Naver Checking Account,8626
2024/10/2,Transfer to Shinhan,KR10103-Shinhan Checking Account,50000,KR10101-Toss Checking Account,50000
2024/10/2,"Buy 신한 골드 0.44@₩	113,241.67",KR20003-Gold,49826,KR10103-Shinhan Checking Account,49826
2024/10/2,계좌 인증,KR10101-Toss Checking Account,1,KR70006-Other Income,1
2024/10/2,Haircut,KR60005-Personal Expenses,20000,KR10101-Toss Checking Account,20000
2024/10/2,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/2,교통 (to and from 君熙和振华’s) ,KR60004-Transportation Expenses,1500,KR30201-Friends Debt,1500
2024/10/3,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/3,Transfer to KakaoPay,KR60005-Personal Expenses,10000,KR10101-Toss Checking Account,10000
2024/10/3,Transfer to KakaoPay,KR10105-Kakao Checking Account,10000,KR10101-Toss Checking Account,10000
2024/10/3,iCloud+,KR60005-Personal Expenses,8900,KR10105-Kakao Checking Account,8900
2024/10/3,Bakso Rindu Kampung w Myothurin,KR60005-Personal Expenses,41000,KR10101-Toss Checking Account,41000
2024/10/3,"감기약, 기침약",KR60003-Healthcare Expenses,7000,KR10101-Toss Checking Account,7000
2024/10/3,다이소 w Myothurin,KR60005-Personal Expenses,9000,KR10101-Toss Checking Account,9000
2024/10/3,Hollys w Myothurin,KR60005-Personal Expenses,17700,KR10101-Toss Checking Account,17700
2024/10/3,Cashback,KR10101-Toss Checking Account,500,KR70001-Cashback Income,500
2024/10/3,Hollys w Myothurin,KR60005-Personal Expenses,8400,KR10101-Toss Checking Account,8400
2024/10/3,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/3,Withdraw for 振华,KR10000-Cash,60000,KR10101-Toss Checking Account,60000
2024/10/3,기후동행카드 for 振华,KR10403-Friends Receivable,3000,KR10000-Cash,3000
2024/10/3,기후동행카드 충전 for 振华,KR10403-Friends Receivable,55000,KR10000-Cash,55000
2024/10/3,교통 (Myothurin) ,KR60004-Transportation Expenses,2800,KR30201-Friends Debt,2800
2024/10/4,Transfer to KakaoPay,KR10105-Kakao Checking Account,12707,KR10101-Toss Checking Account,12707
2024/10/4,Tisya,KR10403-Friends Receivable,20000,KR10105-Kakao Checking Account,20000
2024/10/4,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/4,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/4,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/4,Cashback,KR10101-Toss Checking Account,500,KR70001-Cashback Income,500
2024/10/4,교통 (跟李振华跑步) ,KR60004-Transportation Expenses,5500,KR30201-Friends Debt,5500
2024/10/5,Thai Tea,KR60002-Food Expenses,5000,KR10101-Toss Checking Account,5000
2024/10/5,Steak at Thai Festival,KR60002-Food Expenses,18000,KR10101-Toss Checking Account,18000
2024/10/5,쿠팡이츠 for 振华君熙,KR10403-Friends Receivable,25000,KR10101-Toss Checking Account,25000
2024/10/5,Waralee paid for Thai Food,KR60002-Food Expenses,9600,KR30201-Friends Debt,9600
2024/10/5,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/5,Aakansha,KR10102-Hana Checking Account,1800,KR10403-Friends Receivable,1800
2024/10/5,교통 (Thai Fest) ,KR60004-Transportation Expenses,4500,KR30201-Friends Debt,4500
2024/10/5,Aakansha,KR10102-Hana Checking Account,17700,KR30201-Friends Debt,17700
2024/10/5,Transfer to Hana,KR10102-Hana Checking Account,9598,KR10101-Toss Checking Account,9598
2024/10/6,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/6,Fatemeh’s money,KR30201-Friends Debt,7700,KR10102-Hana Checking Account,7700
2024/10/6,Waralee’s money,KR30201-Friends Debt,43400,KR10102-Hana Checking Account,43400
2024/10/6,Transfer to Toss,KR10101-Toss Checking Account,80000,KR10000-Cash,80000
2024/10/6,7Eleven,KR60002-Food Expenses,1200,KR10101-Toss Checking Account,1200
2024/10/6,Coffee Break,KR60002-Food Expenses,5300,KR10101-Toss Checking Account,5300
2024/10/6,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/6,쿠팡 회원비,KR60005-Personal Expenses,7890,KR10101-Toss Checking Account,7890
2024/10/6,Tisya,KR10105-Kakao Checking Account,20000,KR10403-Friends Receivable,20000
2024/10/6,교통 (Lotte World) ,KR60004-Transportation Expenses,3300,KR30201-Friends Debt,3300
2024/10/7,王学勤,KR10000-Cash,23000,KR10403-Friends Receivable,23000
2024/10/7,王学勤,KR10105-Kakao Checking Account,5000,KR10403-Friends Receivable,5000
2024/10/7,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/7,Transfer to Toss,KR10101-Toss Checking Account,25000,KR10105-Kakao Checking Account,25000
2024/10/7,钱嘉男 hospital,KR10403-Friends Receivable,14200,KR10101-Toss Checking Account,14200
2024/10/7,Transfer to Toss,KR10101-Toss Checking Account,7200,KR10102-Hana Checking Account,7200
2024/10/7,钱嘉男 hospital,KR10403-Friends Receivable,5000,KR10101-Toss Checking Account,5000
2024/10/7,교통 (아침기도모임) ,KR60004-Transportation Expenses,1200,KR30201-Friends Debt,1200
2024/10/7,교통 (钱嘉男) ,KR60004-Transportation Expenses,1600,KR30201-Friends Debt,1600
2024/10/7,Correcting Toss Mismatch,KR60008-Other Expenses,30,KR10101-Toss Checking Account,30
2024/10/8,서정민,KR10102-Hana Checking Account,15000,KR10403-Friends Receivable,15000
2024/10/8,Transfer to Toss,KR10101-Toss Checking Account,15000,KR10102-Hana Checking Account,15000
2024/10/8,Transfer to Toss,KR10102-Hana Checking Account,6500,KR10403-Friends Receivable,6500
2024/10/8,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/8,Transfer to Toss,KR10101-Toss Checking Account,100000,KR10000-Cash,100000
2024/10/8,Transfer to Naver,KR10106-Naver Checking Account,90000,KR10101-Toss Checking Account,90000
2024/10/8,君熙振华水电费,KR10403-Friends Receivable,79280,KR30201-Friends Debt,79280
2024/10/8,농구장 물,KR10403-Friends Receivable,2000,KR30201-Friends Debt,2000
2024/10/8,Transfer to Toss,KR10000-Cash,200000,KR10000-Cash,200000
2024/10/8,Transfer to Toss,KR10101-Toss Checking Account,200000,KR10000-Cash,200000
2024/10/8,교통 (클럽) ,KR60004-Transportation Expenses,4200,KR30201-Friends Debt,4200
2024/10/9,君熙振华水电费,KR30201-Friends Debt,73040,KR10101-Toss Checking Account,73040
2024/10/9,CU (ice cream),KR60002-Food Expenses,3000,KR10101-Toss Checking Account,3000
2024/10/9,교통 (클럽) ,KR60004-Transportation Expenses,1200,KR30201-Friends Debt,1200
2024/10/9,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/9,君熙振华水电费,KR30201-Friends Debt,6240,KR10101-Toss Checking Account,6240
2024/10/9,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/10,Transfer to Toss,KR10101-Toss Checking Account,10000,KR10000-Cash,10000
2024/10/10,洗衣服,KR60005-Personal Expenses,20000,KR10000-Cash,20000
2024/10/10,GS25,KR60002-Food Expenses,4400,KR10101-Toss Checking Account,4400
2024/10/10,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/10,Didimdol w Myothurin,KR10101-Toss Checking Account,50000,KR70004-Didimdol Income,50000
2024/10/10,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/10,李振华交通费,KR60005-Personal Expenses,174,KR10103-Shinhan Checking Account,174
2024/10/10,교통 (Myothurin) ,KR60004-Transportation Expenses,2800,KR30201-Friends Debt,2800
2024/10/10,교통 (기록 없음) ,KR60004-Transportation Expenses,2900,KR30201-Friends Debt,2900
2024/10/10,Paris Baguette,KR60002-Food Expenses,8000,KR10101-Toss Checking Account,8000
2024/10/10,Mammoth Coffee,KR60002-Food Expenses,5600,KR10101-Toss Checking Account,5600
2024/10/11,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/11,교통 (귀가) ,KR60004-Transportation Expenses,1500,KR30201-Friends Debt,1500
2024/10/11,짐닭 w 알루아,KR60002-Food Expenses,11500,KR10101-Toss Checking Account,11500
2024/10/11,Paris Baguette,KR60002-Food Expenses,5400,KR10101-Toss Checking Account,5400
2024/10/12,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/12,给李振华买个水,KR60005-Personal Expenses,800,KR10101-Toss Checking Account,800
2024/10/12,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/12,헌금,KR60005-Personal Expenses,5000,KR10000-Cash,5000
2024/10/12,교통 (振华) ,KR60004-Transportation Expenses,6000,KR30201-Friends Debt,6000
2024/10/13,Transfer to Toss,KR10101-Toss Checking Account,6500,KR10102-Hana Checking Account,6500
2024/10/13,11월 건강보혐료,KR60003-Healthcare Expenses,75490,KR10101-Toss Checking Account,75490
2024/10/13,Savings 해제,KR10101-Toss Checking Account,10000,KR10205-Transportation Savings,10000
2024/10/13,커피브레이크,KR60002-Food Expenses,5300,KR10101-Toss Checking Account,5300
2024/10/13,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/13,Forgive 其多’s debt,KR30201-Friends Debt,82667,KR70006-Other Income,82667
2024/10/13,10월 Interest,KR10101-Toss Checking Account,67,KR70002-Interest Income,67
2024/10/13,Transfer to Toss,KR10101-Toss Checking Account,9026,KR10106-Naver Checking Account,9026
2024/10/13,CU,KR60002-Food Expenses,8700,KR10101-Toss Checking Account,8700
2024/10/13,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/14,Paris Baguette,KR60002-Food Expenses,5400,KR10101-Toss Checking Account,5400
2024/10/15,7Eleven,KR60002-Food Expenses,3000,KR10101-Toss Checking Account,3000
2024/10/16,孙雅婷 기숙사 환불,KR10102-Hana Checking Account,2008440,KR30201-Friends Debt,2008440
2024/10/16,Transfer to Toss,KR10101-Toss Checking Account,10000,KR10102-Hana Checking Account,10000
2024/10/16,7Eleven,KR60002-Food Expenses,5000,KR10101-Toss Checking Account,5000
2024/10/17,Transfer to Toss,KR10101-Toss Checking Account,30000,KR10102-Hana Checking Account,30000
2024/10/17,티머니,KR60004-Transportation Expenses,6000,KR10101-Toss Checking Account,6000
2024/10/17,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/17,Transfer to Hana,KR10101-Toss Checking Account,25000,KR10102-Hana Checking Account,25000
2024/10/18,Transfer to Toss,KR10101-Toss Checking Account,30000,KR10102-Hana Checking Account,30000
2024/10/18,교통,KR60004-Transportation Expenses,7500,KR30201-Friends Debt,7500
2024/10/18,Paris Baguette,KR60002-Food Expenses,8100,KR10101-Toss Checking Account,8100
2024/10/18,Transfer to Toss,KR10101-Toss Checking Account,10000,KR10102-Hana Checking Account,10000
2024/10/18,7Eleven,KR60002-Food Expenses,5200,KR10101-Toss Checking Account,5200
2024/10/19,Transfer to Toss,KR10101-Toss Checking Account,200000,KR10102-Hana Checking Account,200000
2024/10/19,Transfer to Toss,KR10101-Toss Checking Account,100000,KR10102-Hana Checking Account,100000
2024/10/19,Taxi back to Sogang,KR60005-Personal Expenses,2000,KR10101-Toss Checking Account,2000
2024/10/19,교통,KR60004-Transportation Expenses,1500,KR30201-Friends Debt,1500
2024/10/19,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/19,Taxi to 阿岘站,KR60004-Transportation Expenses,5300,KR10101-Toss Checking Account,5300
2024/10/19,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/20,Cashback,KR10101-Toss Checking Account,500,KR70001-Cashback Income,500
2024/10/20,Apple Music,KR60005-Personal Expenses,3300,KR10105-Kakao Checking Account,3300
2024/10/20,Transfer to KakaoPay,KR10105-Kakao Checking Account,10000,KR10101-Toss Checking Account,10000
2024/10/20,Paris Baguette,KR60002-Food Expenses,8100,KR10101-Toss Checking Account,8100
2024/10/20,공차,KR60002-Food Expenses,4900,KR10101-Toss Checking Account,4900
2024/10/20,교통,KR60004-Transportation Expenses,3000,KR30201-Friends Debt,3000
2024/10/20,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/20,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/20,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/21,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/22,미진축산 w 문서진,KR10105-Kakao Checking Account,19200,KR10403-Friends Receivable,19200
2024/10/22,메머드커피,KR60002-Food Expenses,6600,KR10101-Toss Checking Account,6600
2024/10/22,교통,KR60004-Transportation Expenses,2500,KR30201-Friends Debt,2500
2024/10/22,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/23,GS25,KR60002-Food Expenses,4900,KR10101-Toss Checking Account,4900
2024/10/23,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/24,Transfer to Toss,KR10101-Toss Checking Account,80000,KR10102-Hana Checking Account,80000
2024/10/24,Withdrawal,KR10000-Cash,50000,KR10101-Toss Checking Account,50000
2024/10/24,OIA Field Trip Deposit,KR10000-Cash,50000,KR10000-Cash,50000
2024/10/24,OIA Field Trip Deposit,KR10403-Friends Receivable,50000,KR10000-Cash,50000
2024/10/24,Transfer to Toss,KR10101-Toss Checking Account,20000,KR10102-Hana Checking Account,20000
2024/10/25,Budget for SEA Studies Samsung,KR10102-Hana Checking Account,700000,KR70003-Samsung Income,700000
2024/10/25,Mama,KR10101-Toss Checking Account,642776,KR70005-Allowance Income,642776
2024/10/25,Rent,KR60001-Home Expenses,410000,KR10101-Toss Checking Account,410000
2024/10/25,Transfer to Toss,KR10101-Toss Checking Account,1931440,KR10102-Hana Checking Account,1931440
2024/10/25,Transfer to Shinhan,KR10103-Shinhan Checking Account,300000,KR10101-Toss Checking Account,300000
2024/10/25,"Buy 신한 골드 2.44@₩	122,573.45",KR20003-Gold,299079,KR10103-Shinhan Checking Account,299079
2024/10/25,Transfer to Shinhan Investment,KR10104-Shinhan Investment Account,200000,KR10101-Toss Checking Account,200000
2024/10/25,Paris Baguette,KR60002-Food Expenses,5800,KR10101-Toss Checking Account,5800
2024/10/25,교통,KR60004-Transportation Expenses,921,KR10103-Shinhan Checking Account,921
2024/10/25,춘리마라탕跟钱嘉男,KR60002-Food Expenses,21960,KR10101-Toss Checking Account,21960
2024/10/25,춘리마라탕跟钱嘉男,KR60002-Food Expenses,9310,KR10101-Toss Checking Account,9310
2024/10/26,서강동회장학회,KR10000-Cash,15000,KR70006-Other Income,15000
2024/10/26,판교행 택시,KR60004-Transportation Expenses,8100,KR10101-Toss Checking Account,8100
2024/10/26,교통,KR60004-Transportation Expenses,3000,KR30201-Friends Debt,3000
2024/10/26,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/26,순두부찌개_휴게소,KR60002-Food Expenses,10000,KR10101-Toss Checking Account,10000
2024/10/26,소세지_휴게소,KR60002-Food Expenses,5000,KR10101-Toss Checking Account,5000
2024/10/27,GS25,KR60002-Food Expenses,5721,KR10105-Kakao Checking Account,5721
2024/10/27,중국간식,KR60002-Food Expenses,10700,KR10101-Toss Checking Account,10700
2024/10/27,사과빵,KR60002-Food Expenses,28000,KR10101-Toss Checking Account,28000
2024/10/27,사과식혜,KR60002-Food Expenses,12000,KR10101-Toss Checking Account,12000
2024/10/27,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/28,교통,KR60004-Transportation Expenses,2900,KR30201-Friends Debt,2900
2024/10/28,Haircut,KR60005-Personal Expenses,20000,KR10101-Toss Checking Account,20000
2024/10/29,GS25,KR60002-Food Expenses,5400,KR10101-Toss Checking Account,5400
2024/10/29,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/29,Transfer to Batrisyia to Exhange Money,KR70005-Allowance Income,158446,KR10101-Toss Checking Account,158446
2024/10/29,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/29,Zaim,KR10403-Friends Receivable,180000,KR10101-Toss Checking Account,180000
2024/10/29,육쌈냉면 w 문서진,KR10105-Kakao Checking Account,10000,KR10403-Friends Receivable,10000
2024/10/29,쿠팡 groceries,KR60002-Food Expenses,12260,KR10101-Toss Checking Account,12260
2024/10/30,孙雅婷 관세 세금 납부,KR30201-Friends Debt,30690,KR10101-Toss Checking Account,30690
2024/10/30,교통,KR60004-Transportation Expenses,2400,KR30201-Friends Debt,2400
2024/10/31,7Eleven,KR60002-Food Expenses,4900,KR10101-Toss Checking Account,4900
2024/10/31,쿠츠 w 문서진,KR10105-Kakao Checking Account,13000,KR10403-Friends Receivable,13000
2024/10/31,孙雅婷 관세 세금 납부,KR30201-Friends Debt,82400,KR10101-Toss Checking Account,82400
2024/10/31,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/31,케이포 w Myothurin,KR60005-Personal Expenses,36500,KR10101-Toss Checking Account,36500
2024/10/31,교통 (Myothurin to 경복궁),KR60004-Transportation Expenses,4200,KR30201-Friends Debt,4200
2024/11/1,11월 Didimdol (Fixed monthly income calculation),KR10402-Didimdol Receivable,566667,KR70004-Didimdol Income,566667
2024/11/1,11월 Samsung,KR10401-Samsung Receivable,650000,KR70003-Samsung Income,650000
2024/11/1,7Eleven,KR60002-Food Expenses,18300,KR10101-Toss Checking Account,18300
2024/11/1,11월 Prepaid Phone Plan,KR60005-Personal Expenses,17500,KR10501-Phone Plan,17500
2024/11/1,10월 Interest,KR10101-Toss Checking Account,420,KR70002-Interest Income,420
2024/11/1,휴게소,KR60002-Food Expenses,4000,KR10101-Toss Checking Account,4000
2024/11/1,강정,KR60002-Food Expenses,20000,KR10101-Toss Checking Account,20000
2024/11/1,전주 초코파이,KR60002-Food Expenses,27000,KR10101-Toss Checking Account,27000
2024/11/1,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/11/1,100원빵,KR60002-Food Expenses,4000,KR10101-Toss Checking Account,4000
2024/11/1,E마트24,KR60002-Food Expenses,6700,KR10101-Toss Checking Account,6700
2024/11/2,모찌,KR60005-Personal Expenses,42000,KR10101-Toss Checking Account,42000
2024/11/2,Deposit Refund,KR10000-Cash,50000,KR10403-Friends Receivable,50000
2024/11/2,춘리마라탕跟钱嘉男,KR60002-Food Expenses,17860,KR10101-Toss Checking Account,17860
2024/11/3,iCloud+,KR60005-Personal Expenses,8900,KR10105-Kakao Checking Account,8900
2024/11/3,GS25,KR60002-Food Expenses,2100,KR10101-Toss Checking Account,2100
2024/11/3,Hollys,KR60002-Food Expenses,5500,KR10101-Toss Checking Account,5500
2024/11/3,교통,KR60004-Transportation Expenses,3000,KR30201-Friends Debt,3000
2024/11/3,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/11/3,Cashback,KR10101-Toss Checking Account,500,KR70001-Cashback Income,500
2024/11/4,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/11/4,10월 교통비,KR30201-Friends Debt,67700,KR10101-Toss Checking Account,67700
2024/11/4,孙雅婷电费,KR10403-Friends Receivable,99460,KR10101-Toss Checking Account,99460
2024/11/5,把钱嘉男朋友的手机寄到大邱,KR60005-Personal Expenses,4000,KR10101-Toss Checking Account,4000
2024/11/5,把钱嘉男朋友的手机寄到大邱_상자,KR60005-Personal Expenses,800,KR10101-Toss Checking Account,800
2024/11/5,李振华的在学证明书,KR60005-Personal Expenses,500,KR10101-Toss Checking Account,500
2024/11/5,孙雅婷 은행 deposit,KR10403-Friends Receivable,20000,KR10000-Cash,20000
2024/11/5,李振华 은행 deposit,KR10403-Friends Receivable,20000,KR10000-Cash,20000
2024/11/5,재모식당,KR60002-Food Expenses,5000,KR10000-Cash,5000
2024/11/5,교통(Waralee),KR60004-Transportation Expenses,1500,KR30201-Friends Debt,1500
2024/11/5,전 w Waralee,KR60002-Food Expenses,11000,KR10101-Toss Checking Account,11000
2024/11/5,마라탕 w Waralee,KR10102-Hana Checking Account,6555,KR10403-Friends Receivable,6555
